,obj1,obj2,obj3,obj4,obj5,obj6,obj7,obj8
alg1,88166.50928286933,1720.3063092350747,85142.46454440028,1720.3063092350747,3024.044738469048,579.4880090111035,221771.46700371086,1392.3803897238479
alg2,100944.82437194217,1384.426438841862,93106.73426305341,1384.426438841862,7838.090108888766,844.7175094393408,224843.55081742775,1410.914574439369
alg3,137051.87186752696,2260.4396113244125,64400.84914983944,1412.7826121793819,72651.02271768756,1344.2188120181195,212906.7297507265,1303.565575341571
alg4,145358.9578638284,2307.043177329232,72333.0733077077,981.0537147876819,73025.88455612057,1684.19413302993,218008.93675576174,1160.437907054212
alg5,101182.5214059304,1941.5626412831975,101014.99025280956,1941.5626412831975,167.53115312084867,81.5832238752235,227975.25744031515,1619.0325645057724
alg6,104515.19195216474,2855.0514304607905,102865.09260250276,2855.0514304607905,1650.0993496619851,297.8156589093245,228212.2558500894,1466.5671478336328
alg7,123083.03850758662,2881.494022498205,65729.86602255415,1705.6627727159243,57353.17248503252,1587.2572009695966,208131.01689824185,1477.7304817439683
alg8,146293.13816641105,2121.676225097852,77590.83458174816,1554.9875089012232,68702.30358466292,1311.8931485136181,218447.62597797145,1040.0948769358135
