,obj1,obj2,obj3,obj4,obj5,obj6,obj7,obj8
alg1,90478.92495545119,1385.3890155424954,85431.95254855463,1385.3890155424954,5046.97240689652,458.6282387252709,229519.2696812847,1353.6446426701327
alg2,109170.298763424,1505.8267431492332,95488.44918172424,1505.8267431492332,13681.849581699758,731.5045836815383,231478.46536478586,1400.9567542156037
alg3,140258.58891093722,3894.324823407092,63265.44484695769,1673.0704452811774,76993.1440639796,2617.5591296005978,216082.4561289034,1490.840537013567
alg4,134687.07222073557,2309.9824491921786,76790.63180789894,1040.3698653472757,57896.440412836644,1285.0346585779923,219664.3393178439,1269.250112274417
alg5,109180.52620743812,1984.1534594364525,108861.90909945409,1976.5359176208922,318.6171079840249,173.95802744611558,235254.23656145684,1462.9506434242267
alg6,108908.00621963448,2693.968549919603,101702.95155447349,2286.9550563492403,7205.054665160971,477.89853635782714,231793.71558632678,1734.4622811171675
alg7,144714.2573335287,2950.9481721774237,73756.32371592543,1745.1525505023042,70957.93361760334,1936.8522330919377,210978.45220076878,1422.4944382539275
alg8,150362.3688287986,2363.120903442392,74285.23822362158,1393.1720064080632,76077.13060517688,1546.6280876859025,219246.54334989304,1068.822820513247
