,obj1,obj2,obj3,obj4,obj5,obj6,obj7,obj8
alg1,75754.66223951653,1690.2617271272811,47402.64550601809,1690.2617271272811,28352.01673349846,760.4637320577995,214925.22508749928,1469.2900362891555
alg2,90995.5433411619,1285.3993596148446,56938.917308412245,1285.3993596148446,34056.62603274957,1089.780481656484,221577.209671212,1293.952533955532
alg3,98361.89832476844,3471.780666518586,11655.265223275253,305.76868520278634,86706.63310149324,3348.085906163855,215667.88226238065,1474.8553073811827
alg4,98867.9959149215,1827.083863426799,13140.09010440866,207.3066213554825,85727.90581051273,1768.204614872275,215066.96554338417,1244.4660378161336
alg5,102245.56905576216,2559.388105745333,101589.90049368284,2559.388105745333,655.6685620792939,410.60943190506987,230092.62264468087,2033.6376167405062
alg6,112934.21413114242,4388.050778759777,111215.18336114407,4388.050778759777,1719.0307699983205,242.97093545805143,231737.95071076028,2135.8080224411783
alg7,83194.62322546799,1694.856299131646,22701.787487165162,1670.8565553270582,60492.83573830281,1513.1527631856397,208959.88775164934,1509.8976079750153
alg8,100033.43743072666,1666.0730605411063,14099.77702468177,276.2201948372194,85933.66040604496,1529.3836779582828,216185.4434745308,1079.6591040765738
