,obj1,obj2,obj3,obj4,obj5,obj6,obj7,obj8
alg1,68961.1130039932,1598.6469083005964,44404.10444955216,1502.0974418945275,24557.00855444104,1010.4980219335815,210563.15561339617,1373.6747069034884
alg2,88934.55267658236,1137.6973407029454,49620.361417440516,1067.816641843013,39314.19125914186,1039.891485764451,220773.94329715226,1224.2224720515624
alg3,90834.29420351502,2552.409730225497,11384.583668882551,374.512487940893,79449.71053463248,2302.4870051334933,213960.3628636288,1506.2194970122637
alg4,93238.68227494931,1965.161315031174,12611.619844922956,184.17156494108485,80627.06243002636,1862.9178626768244,215149.2843848315,1350.1405773549943
alg5,98162.70316204807,2471.9683822637503,97929.3612153906,2471.9683822637503,233.34194665748078,147.06436619517336,228313.3256179403,1628.8299449288302
alg6,99071.01841666756,2622.3719161579984,95103.26515682369,2622.3719161579984,3967.7532598438765,441.5325278399388,227924.17137727194,1650.1255357709044
alg7,76186.10086896076,1962.3585560365682,17976.700248533387,1120.7241846715904,58209.400620427354,1726.5169475222585,206213.3062919046,1312.3339275423334
alg8,92263.93756394458,1617.2548204666314,28272.63579847885,1030.8127941635835,63991.30176546572,1341.9477537001362,216859.35293138787,1077.86976114588
