,obj1,obj2,obj3,obj4,obj5,obj6,obj7,obj8
alg1,87339.00908222,1714.3723699604325,83026.26079389204,1638.7860196844642,4312.748288327953,700.4742107101159,223117.33498279942,1372.8765378201801
alg2,112122.45995678943,1496.532703931639,95769.35975773903,1461.7566594613709,16353.100199050392,851.7639390356201,227294.9195770806,1442.006142442918
alg3,140518.36991646184,2861.420763087709,64591.44348256463,1521.5852632759488,75926.92643389718,1822.6197735588291,213015.09293453078,1209.386593330351
alg4,142843.11732312653,2686.1406150370385,78938.27669712505,1013.5441259532112,63904.840626001496,1862.905251718677,220247.62688224256,1272.0940370917776
alg5,107638.82243123025,2794.561534632346,107472.13421456728,2794.561534632346,166.68821666295486,85.59337797873494,231033.16518312326,1759.0482622347765
alg6,106603.89073815821,2545.1749129719747,102806.67300370584,2534.942821842315,3797.2177344523516,430.3814717217385,229307.8866627296,1771.386903108217
alg7,138296.50260649825,3556.0420034967224,70778.10531155115,1807.1547596193964,67518.3972949471,1979.422809039193,209194.02554290756,1331.4166625305716
alg8,146114.1328217239,2650.428984757133,78454.34449485184,1375.1151057649593,67659.7883268721,1698.028165524403,218338.7161165832,1091.0489495607412
