,obj1,obj2,obj3,obj4,obj5,obj6,obj7,obj8
alg1,91310.35233070032,1465.7261719066146,87299.65569915102,1090.510096498691,4010.696631549309,535.3343353773264,225347.648962547,1183.3063305654694
alg2,110219.16062496,1508.09144496119,100615.30327961432,1508.09144496119,9603.857345345677,636.692112938985,229719.6727943293,1338.4663738577945
alg3,141317.3463291601,3282.273447260861,64887.477403422425,1611.2169549262549,76429.86892573774,2001.1066613894693,214035.9547127289,1381.9916306277028
alg4,158368.33067536814,2575.6913671009015,83538.4604055926,1058.871184364501,74829.87026977557,1897.9818331016545,226781.08130287548,1263.5928829764364
alg5,116713.03099636096,3200.4183642391267,116713.03099636096,3200.4183642391267,0.0,0.0,234798.94899108814,1942.0404799523656
alg6,111182.55088062731,2073.056783295899,110256.27144933314,2073.056783295899,926.2794312941724,135.75749845348798,233144.18557150703,1803.47552367496
alg7,117912.00140139491,2443.255610033875,72968.7051414849,1497.3070011559932,44943.296259910094,1060.5476060528222,208705.49975217355,1254.5060197230596
alg8,141430.36646471382,2668.046902369836,88510.02767689597,1402.778581582982,52920.338787817964,1855.7973665219204,221942.90080773324,1119.0680571301184
