,obj1,obj2,obj3,obj4,obj5,obj6,obj7,obj8
alg1,143606.34673439234,2546.521600022448,141071.12596297587,2546.521600022448,2535.2207714165525,1413.035296553291,239554.159633125,1910.194744310514
alg2,192271.42857491458,3720.5237889884793,170427.96303503972,3034.7419299848953,21843.46553987478,2710.4577524081014,268759.9725936719,2290.8880474746193
alg3,421597.30403775413,7614.4006315943725,110205.46470859727,2124.702809572859,311391.8393291568,5489.697822021513,355166.75106884696,3318.516748801046
alg4,325279.2163735984,7202.805636007887,144269.86355235783,1872.080881561755,181009.3528212405,5585.487216188011,320430.10554587055,3295.0727095659354
alg5,175213.30031781073,3798.7221745686447,175072.96673951772,3798.7221745686447,140.33357829300934,140.33357829300934,254739.26565884004,2499.8995823631835
alg6,212610.29631267118,5094.623543630909,183215.7094807879,4423.908098281865,29394.586831883313,2374.369134531252,274547.3183405412,2900.1406967829316
alg7,159435.27197901058,5664.277547448321,146180.08822950642,3434.158638981968,13255.183749504136,2230.118908466352,243310.91734607363,3063.818397562983
alg8,198119.76913686126,3237.9568731776844,168993.85545933945,3237.9568731776844,29125.913677521803,2506.6008046357024,271040.22811028716,2039.3776769025844
