,obj1,obj2,obj3,obj4,obj5,obj6,obj7,obj8
alg1,1304845.9612985363,4898.150214482179,820754.1518698173,4898.150214482179,484091.80942871893,4457.675145498751,746646.3827223907,2358.5683934627878
alg2,1351782.1604798692,4307.708823764187,1127725.860066457,4239.759223312472,224056.3004134128,2936.2393709645994,779203.2987370088,2491.883919711373
alg3,1385886.9778073095,5503.898058499725,189044.48935903562,762.3777089370512,1196842.488448271,5116.754352256848,715767.1831146401,2532.104115557742
alg4,1401866.9023364484,4766.367979253158,189759.73004989722,641.7875213135072,1212107.1722865526,4464.613821839074,716729.3302505764,2317.7208033492175
alg5,1371229.9911341688,5018.7988012379565,1371229.9911341688,5018.7988012379565,0.0,0.0,809599.820234244,2566.8409998589664
alg6,1383870.6169375938,4815.027782979678,1365175.3938362615,4815.027782979678,18695.223101331703,799.720587993236,809157.1165423358,2618.1699627316184
alg7,1348110.7682687242,4300.889066833001,192478.67581779498,898.3137265016492,1155632.092450928,4046.7255072855774,699412.4599919587,2285.1365957243206
alg8,1372753.087895004,4915.960369106059,188060.10086031724,624.2185341850574,1184692.9870346847,4392.975785372642,705489.2123503698,2065.302034411527
